split,task_mode_true,model_id,seed
holdout,topk_stress,gpt_5_3_codex_batch_strict,7428
holdout,topk_stress,gpt_5_3_codex_batch_strict,7429
holdout,topk_stress,gpt_5_3_codex_batch_strict,7430
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7401
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7402
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7403
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7404
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7405
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7406
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7407
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7408
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7409
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7410
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7411
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7412
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7413
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7414
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7415
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7416
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7417
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7418
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7419
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7420
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7421
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7422
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7423
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7424
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7425
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7426
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7427
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7428
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7429
holdout,range_local_scans,gpt_5_4_mini_batch_strict,7430
holdout,topk_stress,gpt_5_4_mini_batch_strict,7401
holdout,topk_stress,gpt_5_4_mini_batch_strict,7402
holdout,topk_stress,gpt_5_4_mini_batch_strict,7403
holdout,topk_stress,gpt_5_4_mini_batch_strict,7404
holdout,topk_stress,gpt_5_4_mini_batch_strict,7405
holdout,topk_stress,gpt_5_4_mini_batch_strict,7406
holdout,topk_stress,gpt_5_4_mini_batch_strict,7407
holdout,topk_stress,gpt_5_4_mini_batch_strict,7408
holdout,topk_stress,gpt_5_4_mini_batch_strict,7409
holdout,topk_stress,gpt_5_4_mini_batch_strict,7410
holdout,topk_stress,gpt_5_4_mini_batch_strict,7411
holdout,topk_stress,gpt_5_4_mini_batch_strict,7412
holdout,topk_stress,gpt_5_4_mini_batch_strict,7413
holdout,topk_stress,gpt_5_4_mini_batch_strict,7414
holdout,topk_stress,gpt_5_4_mini_batch_strict,7415
holdout,topk_stress,gpt_5_4_mini_batch_strict,7416
holdout,topk_stress,gpt_5_4_mini_batch_strict,7417
holdout,topk_stress,gpt_5_4_mini_batch_strict,7418
holdout,topk_stress,gpt_5_4_mini_batch_strict,7419
holdout,topk_stress,gpt_5_4_mini_batch_strict,7420
holdout,topk_stress,gpt_5_4_mini_batch_strict,7421
holdout,topk_stress,gpt_5_4_mini_batch_strict,7422
holdout,topk_stress,gpt_5_4_mini_batch_strict,7423
holdout,topk_stress,gpt_5_4_mini_batch_strict,7424
holdout,topk_stress,gpt_5_4_mini_batch_strict,7425
holdout,topk_stress,gpt_5_4_mini_batch_strict,7426
holdout,topk_stress,gpt_5_4_mini_batch_strict,7427
holdout,topk_stress,gpt_5_4_mini_batch_strict,7428
holdout,topk_stress,gpt_5_4_mini_batch_strict,7429
holdout,topk_stress,gpt_5_4_mini_batch_strict,7430
