instance_id,repo,version,created_at,difficulty,declared_mode,routing_domain_cluster,observable_mode,gold_domain_cluster,repair_shape,semantic_cluster_k10,problem_chars,hints_chars,has_hints,code_block_count,mentions_traceback,mentions_exception,fail_to_pass_count,pass_to_pass_count,test_patch_files,test_patch_changed_lines,patch_files,patch_hunks,patch_additions,patch_deletions,patch_changed_lines,patch_exts,patch_top_dirs,patch_touches_tests,patch_touches_docs,patch_touches_migrations,kw_web_orm_config,kw_symbolic_math,kw_array_numeric_ml,kw_docs_rendering,kw_plotting_visual,kw_test_lint_tooling,kw_http_io_packaging,kw_compatibility_errors,kw_parser_serialization
django__django-12741,django/django,3.1,2020-04-17T22:35:55Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,7,398,0,False,0,False,False,2,67,2,4,2,2,6,3,9,{'.py': 2},{'django': 2},False,False,False,2,1,0,0,0,0,0,0,0
django__django-12754,django/django,3.2,2020-04-19T10:59:30Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,860,13753,True,0,False,True,1,112,1,25,1,1,10,0,10,{'.py': 1},{'django': 1},False,False,True,4,1,1,2,2,2,1,0,1
django__django-12774,django/django,3.1,2020-04-22T11:02:30Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1094,0,False,0,True,True,1,41,2,46,1,1,11,1,12,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,0,0,0,2,0
django__django-12858,django/django,3.1,2020-05-05T04:49:02Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,794,0,False,0,False,False,1,73,1,9,1,1,3,1,4,{'.py': 1},{'django': 1},False,False,False,3,0,1,0,0,0,0,0,0
django__django-12965,django/django,3.2,2020-05-24T13:20:03Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,2275,190,True,0,False,True,1,52,1,6,1,1,2,0,2,{'.py': 1},{'django': 1},False,False,False,5,0,0,2,1,2,0,1,0
django__django-13012,django/django,3.2,2020-06-02T21:19:37Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1414,1201,True,0,False,False,2,137,1,10,1,1,3,0,3,{'.py': 1},{'django': 1},False,False,False,5,2,0,0,0,0,0,0,0
django__django-13023,django/django,3.2,2020-06-04T20:40:44Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,522,0,False,0,False,True,2,9,1,21,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,0,0,0,1,0
django__django-13028,django/django,3.2,2020-06-05T19:49:04Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,2839,889,True,0,True,True,2,276,2,13,1,1,4,1,5,{'.py': 1},{'django': 1},False,False,False,8,2,0,3,0,2,0,1,0
django__django-13033,django/django,3.2,2020-06-07T14:52:19Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,3732,3163,True,0,False,False,1,26,2,17,1,1,6,1,7,{'.py': 1},{'django': 1},False,False,False,7,0,0,1,1,0,2,1,1
django__django-13089,django/django,3.2,2020-06-20T07:36:10Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1578,0,False,0,False,True,2,352,1,14,1,1,6,3,9,{'.py': 1},{'django': 1},False,False,False,4,0,0,1,1,0,1,0,0
django__django-13109,django/django,3.2,2020-06-25T08:36:45Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1922,461,True,0,False,True,2,170,4,71,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,7,0,0,0,0,0,0,0,0
django__django-13112,django/django,3.2,2020-06-26T04:51:38Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1944,1329,True,0,False,True,1,63,1,28,1,1,5,1,6,{'.py': 1},{'django': 1},False,False,False,7,0,0,0,1,0,2,1,1
django__django-13121,django/django,3.2,2020-06-29T09:04:15Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,large_web_framework_orm_config,broad_multi_file_or_large,8,1189,42,True,0,True,False,1,168,2,10,4,9,25,45,70,{'.py': 4},{'django': 4},False,False,False,5,1,0,0,1,0,0,2,0
django__django-13128,django/django,3.2,2020-06-30T18:06:56Z,1-4 hours,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,422,0,False,0,False,False,7,134,1,50,1,3,24,19,43,{'.py': 1},{'django': 1},False,False,False,3,1,0,0,0,0,0,0,0
django__django-13158,django/django,3.2,2020-07-06T19:18:11Z,15 min - 1 hour,multi_file,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1176,136,True,0,False,False,1,29,1,7,1,2,3,0,3,{'.py': 1},{'django': 1},False,False,False,6,0,0,0,0,0,0,0,0
django__django-13195,django/django,3.2,2020-07-15T11:00:07Z,15 min - 1 hour,test_localizable,web_framework_orm_config,http_io_packaging,web_framework_orm_config,medium_local,8,2402,140,True,0,False,False,5,382,3,23,3,3,16,6,22,{'.py': 3},{'django': 3},False,False,False,1,0,0,2,0,2,4,0,0
django__django-13212,django/django,3.2,2020-07-21T02:53:58Z,1-4 hours,numeric_symbolic,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,468,1848,True,0,False,True,5,2,1,104,2,13,19,25,44,{'.py': 2},{'django': 2},False,False,False,4,0,1,2,1,0,0,0,0
django__django-13279,django/django,3.2,2020-08-07T05:15:16Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,7,432,0,False,0,False,False,9,346,1,19,1,2,9,0,9,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,1,0,1
django__django-13297,django/django,3.2,2020-08-12T11:20:33Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1384,452,True,0,False,True,1,52,1,22,1,3,2,3,5,{'.py': 1},{'django': 1},False,False,False,6,1,0,1,1,0,1,1,2
django__django-13315,django/django,3.2,2020-08-17T04:24:39Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,285,6700,True,0,False,True,1,146,2,76,1,1,10,2,12,{'.py': 1},{'django': 1},False,False,False,9,1,0,2,2,1,0,1,2
django__django-13343,django/django,3.2,2020-08-24T19:29:12Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1260,0,False,0,False,False,1,130,1,13,1,2,3,1,4,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,1,0,0,0,0
django__django-13344,django/django,3.2,2020-08-24T20:50:35Z,1-4 hours,test_localizable,web_framework_orm_config,web_orm_config,web_framework_orm_config,medium_local,8,1361,1554,True,0,False,False,2,356,3,107,3,7,12,20,32,{'.py': 3},{'django': 3},False,False,False,3,0,0,1,0,0,3,0,1
django__django-13346,django/django,3.2,2020-08-25T06:25:31Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,620,1165,True,0,False,True,2,65,1,19,1,2,25,0,25,{'.py': 1},{'django': 1},False,False,False,8,0,3,1,1,0,0,1,3
django__django-13363,django/django,3.2,2020-08-29T18:59:41Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1676,1362,True,0,False,False,1,76,1,10,1,2,2,2,4,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,1,0,1,0,0
django__django-13401,django/django,3.2,2020-09-09T11:19:00Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,1234,0,False,0,False,False,1,32,1,30,1,1,23,3,26,{'.py': 1},{'django': 1},False,False,False,3,0,0,1,0,0,0,0,0
django__django-13406,django/django,3.2,2020-09-10T12:38:11Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,3084,3016,True,0,True,True,3,32,1,24,1,1,2,0,2,{'.py': 1},{'django': 1},False,False,False,9,0,0,2,1,0,0,2,2
django__django-13410,django/django,3.2,2020-09-11T09:58:41Z,<15 min fix,dependency_config,web_framework_orm_config,docs_rendering,web_framework_orm_config,small_local,9,1242,91,True,0,False,False,2,40,1,18,1,1,7,4,11,{'.py': 1},{'django': 1},False,False,False,1,0,0,2,1,0,1,1,0
django__django-13417,django/django,3.2,2020-09-14T07:49:15Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,940,891,True,0,False,False,2,280,1,10,1,1,6,1,7,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,0,0,0,1,0
django__django-13449,django/django,3.2,2020-09-22T13:04:03Z,1-4 hours,numeric_symbolic,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,6278,1183,True,0,True,True,1,46,2,32,1,2,11,1,12,{'.py': 1},{'django': 1},False,False,False,6,1,0,0,1,0,0,2,1
django__django-13512,django/django,3.2,2020-10-08T13:52:57Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,462,1586,True,0,False,False,3,32,2,7,2,3,3,2,5,{'.py': 2},{'django': 2},False,False,False,5,0,0,0,0,0,1,0,1
django__django-13513,django/django,3.2,2020-10-08T14:07:33Z,15 min - 1 hour,test_localizable,web_framework_orm_config,compatibility_errors,web_framework_orm_config,medium_local,8,1158,372,True,0,True,True,1,83,1,28,1,4,23,21,44,{'.py': 1},{'django': 1},False,False,False,1,1,0,0,1,0,1,2,0
django__django-13516,django/django,3.2,2020-10-08T19:00:01Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,619,0,False,0,False,False,1,43,2,15,1,1,4,0,4,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,1
django__django-13551,django/django,3.2,2020-10-17T17:22:01Z,<15 min fix,repo_family,web_framework_orm_config,http_io_packaging,web_orm_schema_query,small_local,8,603,0,False,0,False,False,2,56,4,37,1,2,6,4,10,{'.py': 1},{'django': 1},False,False,False,1,0,0,0,0,0,2,0,1
django__django-13568,django/django,3.2,2020-10-19T15:20:08Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,765,0,False,0,False,False,1,13,1,56,1,1,4,1,5,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,0,0,0,0,0
django__django-13569,django/django,3.2,2020-10-19T21:20:55Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1983,1172,True,0,False,False,1,66,1,15,1,1,3,0,3,{'.py': 1},{'django': 1},False,False,False,6,1,0,0,0,0,0,0,1
django__django-13590,django/django,3.2,2020-10-23T09:34:55Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,6,859,0,False,0,False,True,1,145,1,10,1,1,5,1,6,{'.py': 1},{'django': 1},False,False,False,5,1,0,0,0,0,0,1,0
django__django-13658,django/django,3.2,2020-11-09T20:50:28Z,15 min - 1 hour,semantic_api,web_framework_orm_config,parser_serialization,web_framework_orm_config,small_local,8,1237,148,True,0,False,False,1,181,1,17,1,1,6,1,7,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,3
django__django-13670,django/django,3.2,2020-11-12T11:45:51Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,767,0,False,0,False,False,1,17,1,13,1,1,2,2,4,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,1,1,2
django__django-13741,django/django,3.2,2020-12-02T10:52:52Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1020,423,True,0,False,False,1,82,1,1,1,2,1,14,15,{'.py': 1},{'django': 1},False,False,False,4,0,0,3,0,1,0,0,0
django__django-13786,django/django,3.2,2020-12-17T21:10:10Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,740,268,True,0,False,False,1,33,1,36,1,1,5,1,6,{'.py': 1},{'django': 1},False,False,True,3,0,0,0,0,0,0,0,0
django__django-13794,django/django,3.2,2020-12-19T20:09:34Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,3,307,33,True,0,False,True,3,24,2,22,1,1,6,0,6,{'.py': 1},{'django': 1},False,False,False,1,0,0,0,0,0,1,1,1
django__django-13807,django/django,3.2,2020-12-23T21:09:32Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1501,1548,True,0,True,True,1,38,2,21,1,1,8,3,11,{'.py': 1},{'django': 1},False,False,False,5,0,0,1,3,1,0,1,1
django__django-13809,django/django,4.0,2020-12-24T15:31:35Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,5,457,22,True,0,False,False,1,245,2,30,1,2,7,2,9,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,0
django__django-13810,django/django,3.2,2020-12-26T12:31:18Z,15 min - 1 hour,dependency_config,web_framework_orm_config,http_io_packaging,web_framework_orm_config,small_local,8,2259,36,True,0,True,True,1,30,1,19,1,2,4,2,6,{'.py': 1},{'django': 1},False,False,False,3,1,0,2,1,0,4,3,1
django__django-13820,django/django,3.2,2020-12-28T22:07:57Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,2102,0,False,0,False,False,1,24,1,30,1,1,9,5,14,{'.py': 1},{'django': 1},False,False,True,3,0,0,1,1,0,1,0,1
django__django-13821,django/django,3.2,2020-12-29T15:16:10Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,538,0,False,0,False,False,1,14,1,6,1,1,4,2,6,{'.py': 1},{'django': 1},False,False,False,2,1,0,0,0,0,0,1,1
django__django-13837,django/django,3.2,2021-01-04T17:44:23Z,1-4 hours,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,8,1643,0,False,0,False,False,1,57,2,14,1,1,5,5,10,{'.py': 1},{'django': 1},False,False,False,1,0,1,0,1,0,0,0,1
django__django-13925,django/django,4.0,2021-01-21T08:08:55Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,4086,2245,True,0,False,True,2,24,1,63,1,1,5,0,5,{'.py': 1},{'django': 1},False,False,False,5,0,0,1,1,2,1,0,1
django__django-13933,django/django,4.0,2021-01-26T03:58:23Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1207,840,True,0,False,True,1,19,1,13,1,1,5,1,6,{'.py': 1},{'django': 1},False,False,False,6,0,0,0,0,0,0,0,0
django__django-13964,django/django,4.0,2021-02-02T17:07:43Z,15 min - 1 hour,numeric_symbolic,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1870,749,True,0,False,False,1,36,2,24,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,0,0,0,0,1
django__django-14007,django/django,4.0,2021-02-13T09:00:02Z,1-4 hours,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,1214,0,False,0,False,False,1,12,3,37,1,2,15,6,21,{'.py': 1},{'django': 1},False,False,False,4,1,0,1,1,0,0,0,0
django__django-14011,django/django,4.0,2021-02-15T06:15:21Z,1-4 hours,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,1907,4476,True,0,False,True,17,2,2,89,2,3,24,0,24,{'.py': 2},{'django': 2},False,False,False,4,0,0,2,1,0,1,0,1
django__django-14017,django/django,4.0,2021-02-18T13:05:27Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1269,835,True,0,True,True,2,147,1,22,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,3,1,0,0,0,0,0,2,1
django__django-14034,django/django,4.0,2021-02-22T19:32:50Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1131,8772,True,0,False,True,1,12,1,22,1,2,12,2,14,{'.py': 1},{'django': 1},False,False,False,4,1,0,4,1,1,0,0,2
django__django-14053,django/django,4.0,2021-02-25T23:57:27Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,8,3108,493,True,0,False,False,1,31,1,2,1,2,15,4,19,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,2,0,0,0,0
django__django-14089,django/django,4.0,2021-03-06T20:51:08Z,<15 min fix,repo_family,web_framework_orm_config,web_framework_orm_config,web_framework_orm_config,micro_single_file,4,318,0,False,0,False,False,1,43,1,7,1,1,3,0,3,{'.py': 1},{'django': 1},False,False,False,0,0,0,0,0,0,0,0,0
django__django-14122,django/django,4.0,2021-03-13T19:57:16Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,463,0,False,0,False,False,1,26,1,11,1,1,6,5,11,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,1,0,0,0,0
django__django-14140,django/django,4.0,2021-03-17T11:37:55Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1152,5983,True,0,True,True,4,199,3,43,1,1,4,8,12,{'.py': 1},{'django': 1},False,False,False,4,1,0,1,1,0,0,3,1
django__django-14155,django/django,4.0,2021-03-19T15:44:25Z,15 min - 1 hour,repo_family,web_framework_orm_config,symbolic_math,web_framework_orm_config,small_local,5,553,0,False,0,False,False,3,89,1,24,1,1,10,3,13,{'.py': 1},{'django': 1},False,False,False,0,1,0,0,0,0,0,0,1
django__django-14170,django/django,4.0,2021-03-23T08:53:41Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,1739,0,False,0,False,False,2,76,1,19,2,2,30,8,38,{'.py': 2},{'django': 2},False,False,False,3,0,0,0,0,0,0,0,0
django__django-14238,django/django,4.0,2021-04-08T10:41:31Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,2590,0,False,0,True,True,2,39,2,27,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,0,0,0,3,0
django__django-14311,django/django,4.0,2021-04-25T02:54:34Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,8,605,611,True,0,False,False,1,59,2,11,1,1,7,2,9,{'.py': 1},{'django': 1},False,False,False,1,0,0,0,0,0,0,0,0
django__django-14315,django/django,4.0,2021-04-26T12:39:01Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,489,0,False,0,False,False,11,0,2,18,2,2,2,3,5,{'.py': 2},{'django': 2},False,False,False,3,0,0,0,0,0,0,0,0
django__django-14349,django/django,4.0,2021-05-04T20:10:27Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,2383,228,True,0,True,False,1,18,1,8,1,2,3,0,3,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,0,1,1,2,1
django__django-14351,django/django,4.0,2021-05-05T03:50:44Z,15 min - 1 hour,numeric_symbolic,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,8541,5411,True,0,True,True,1,58,1,8,1,1,9,0,9,{'.py': 1},{'django': 1},False,False,False,8,0,2,0,2,1,0,1,2
django__django-14373,django/django,4.0,2021-05-10T14:40:32Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,3,220,0,False,0,False,False,1,19,1,6,1,1,2,2,4,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,1
django__django-14376,django/django,4.0,2021-05-10T20:42:18Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,782,484,True,0,False,False,3,6,1,50,2,3,8,5,13,{'.py': 2},{'django': 2},False,False,False,3,0,0,0,1,1,0,2,0
django__django-14404,django/django,4.0,2021-05-17T11:24:06Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,304,0,False,0,False,False,2,323,1,36,1,1,2,3,5,{'.py': 1},{'django': 1},False,False,False,1,0,0,0,0,0,1,0,0
django__django-14434,django/django,4.0,2021-05-23T12:27:14Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,9,190,0,False,0,False,False,1,133,1,16,1,2,4,4,8,{'.py': 1},{'django': 1},False,False,False,1,0,0,0,0,0,0,0,1
django__django-14493,django/django,4.0,2021-06-05T12:50:25Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,1456,287,True,0,False,True,1,36,2,16,1,1,1,0,1,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,1,0,0,0,1
django__django-14500,django/django,4.0,2021-06-08T05:08:08Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,292,388,True,0,False,False,1,21,1,17,1,1,2,3,5,{'.py': 1},{'django': 1},False,False,True,2,0,0,0,1,1,0,0,0
django__django-14534,django/django,4.0,2021-06-17T15:37:34Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1640,584,True,0,False,True,2,118,1,18,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,3,0,0,2,0,0,1,0,2
django__django-14539,django/django,4.0,2021-06-19T11:31:16Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,353,154,True,0,False,False,2,14,1,4,1,1,3,2,5,{'.py': 1},{'django': 1},False,False,False,2,0,0,1,0,0,1,0,1
django__django-14559,django/django,4.0,2021-06-26T05:38:46Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,476,3614,True,0,False,False,3,23,1,14,1,2,4,2,6,{'.py': 1},{'django': 1},False,False,False,3,0,0,1,1,0,1,1,0
django__django-14580,django/django,4.0,2021-07-01T07:38:03Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1576,936,True,0,False,True,1,49,1,7,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,True,4,0,0,0,0,0,0,0,3
django__django-14608,django/django,4.0,2021-07-07T19:51:30Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,605,41,True,0,False,True,4,394,2,19,1,2,5,2,7,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,0
django__django-14631,django/django,4.0,2021-07-13T09:16:48Z,1-4 hours,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,broad_multi_file_or_large,8,1399,660,True,0,False,False,2,117,1,42,2,7,31,34,65,{'.py': 2},{'django': 2},False,False,False,2,0,0,0,1,0,0,0,0
django__django-14672,django/django,4.0,2021-07-20T10:47:34Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,6760,0,False,0,False,True,168,0,3,47,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,0,0,1,1,1
django__django-14725,django/django,4.1,2021-08-01T21:24:36Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,378,2589,True,0,False,True,3,64,1,67,1,5,10,3,13,{'.py': 1},{'django': 1},False,False,False,6,0,0,0,1,0,0,0,0
django__django-14752,django/django,4.0,2021-08-07T16:34:32Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,2847,18,True,0,False,False,1,15,1,24,1,2,10,2,12,{'.py': 1},{'django': 1},False,False,False,7,0,1,0,0,0,3,1,2
django__django-14765,django/django,4.0,2021-08-12T05:59:11Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,7,558,257,True,0,False,False,1,64,1,4,1,1,4,3,7,{'.py': 1},{'django': 1},False,False,True,1,0,0,0,0,0,0,0,0
django__django-14771,django/django,4.1,2021-08-15T07:26:17Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,994,0,False,0,False,False,1,60,1,16,1,1,5,0,5,{'.py': 1},{'django': 1},False,False,False,5,0,0,2,0,0,1,0,0
django__django-14787,django/django,4.1,2021-08-23T12:59:59Z,<15 min fix,semantic_api,web_framework_orm_config,compatibility_errors,web_framework_orm_config,micro_single_file,8,745,0,False,0,False,True,1,20,1,23,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,0,0,0,0,0,0,0,1,0
django__django-14792,django/django,4.0,2021-08-24T09:25:15Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1514,245,True,0,False,False,2,23,1,25,1,1,5,2,7,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,0,0,0,1,1
django__django-14855,django/django,4.0,2021-09-14T01:27:01Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1011,1647,True,0,False,False,1,325,2,16,1,1,5,1,6,{'.py': 1},{'django': 1},False,False,False,5,0,0,1,1,1,2,0,0
django__django-14915,django/django,4.1,2021-09-29T22:00:15Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1007,636,True,0,False,True,1,23,1,8,1,1,3,0,3,{'.py': 1},{'django': 1},False,False,False,3,0,1,1,1,0,0,2,1
django__django-14999,django/django,4.1,2021-10-16T09:31:21Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,262,0,False,0,False,False,1,113,1,22,1,1,6,5,11,{'.py': 1},{'django': 1},False,False,True,2,0,0,0,0,0,0,0,0
django__django-15022,django/django,4.1,2021-10-24T17:48:28Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1224,1379,True,0,False,False,3,56,2,48,1,2,3,1,4,{'.py': 1},{'django': 1},False,False,False,7,0,0,0,1,0,0,0,0
django__django-15037,django/django,4.1,2021-10-30T15:21:38Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,502,113,True,0,False,False,1,14,2,16,1,1,6,2,8,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,1
django__django-15098,django/django,4.1,2021-11-17T21:30:07Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,2598,1264,True,0,False,False,2,88,1,39,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,5,0,1,0,0,0,4,1,2
django__django-15103,django/django,4.1,2021-11-19T15:57:54Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,3,378,0,False,0,False,False,2,17,2,11,2,3,10,7,17,{'.py': 2},{'django': 2},False,False,False,1,0,0,0,0,0,0,0,1
